codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
52692;52692;52692;52692;52692;INCIDENTE GRAVE;-23.4794444444;-52.0122222222;MARINGÁ;PR;BRASIL;SBMG;09/11/2014;17:00:00;SIM;FINALIZADA;IG-184/CENIPA/2014;SIM;2015-04-30;0;1;SIM
52693;52693;52693;52693;52693;INCIDENTE GRAVE;-30.5086111111;-51.3536111111;BARRA DO RIBEIRO;RS;BRASIL;****;24/09/2014;16:00:00;SIM;FINALIZADA;IG-162/CENIPA/2014;SIM;2015-04-30;0;1;NÃO
52694;52694;52694;52694;52694;INCIDENTE GRAVE;-22.9791666667;-46.5375;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;23/10/2014;16:00:00;SIM;ATIVA;IG-176/CENIPA/2014;SIM;2018-12-19;1;1;SIM
52695;52695;52695;52695;52695;INCIDENTE GRAVE;-19.9091666667;-43.9891666667;BELO HORIZONTE;MG;BRASIL;SBPR;26/10/2014;17:45:00;SIM;FINALIZADA;IG-178/CENIPA/2014;SIM;2015-07-27;0;1;SIM
52696;52696;52696;52696;52696;INCIDENTE GRAVE;-23.1277777778;-46.5747222222;ATIBAIA;SP;BRASIL;SDTB;28/10/2014;18:20:00;SIM;FINALIZADA;IG-181/CENIPA/2014;SIM;2015-04-30;0;1;NÃO
52697;52697;52697;52697;52697;INCIDENTE GRAVE;;;RIO DE JANEIRO;RJ;BRASIL;****;03/11/2014;17:40:00;NULL;ATIVA;IG-183/CENIPA/2014;NÃO;NULL;0;1;NÃO
52698;52698;52698;52698;52698;INCIDENTE GRAVE;-27.6338888889;-50.3558333333;CORREIA PINTO;SC;BRASIL;SBLJ;15/11/2014;17:10:00;SIM;FINALIZADA;IG-186/CENIPA/2014;SIM;2015-11-16;0;1;NÃO
52699;52699;52699;52699;52699;INCIDENTE;-15.8711111111;-47.9186111111;BRASÍLIA;DF;BRASIL;SBBR;09/10/2014;20:10:00;***;FINALIZADA;I-215/CENIPA/2014;SIM;2015-03-06;5;1;NÃO
52700;52700;52700;52700;52700;INCIDENTE;;;UBERLÂNDIA;MG;BRASIL;SBUL;07/11/2014;17:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52713;52713;52713;52713;52713;INCIDENTE;;;JUNDIAÍ;SP;BRASIL;SBJD;18/11/2014;18:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52714;52714;52714;52714;52714;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;****;03/10/2014;20:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52715;52715;52715;52715;52715;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;04/10/2014;18:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52716;52716;52716;52716;52716;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;05/10/2014;11:47:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52717;52717;52717;52717;52717;INCIDENTE;;;JUNDIAÍ;SP;BRASIL;SBJD;06/10/2014;16:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52718;52718;52718;52718;52718;INCIDENTE;***;***;SALVADOR;BA;BRASIL;SBSV;07/10/2014;14:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52719;52719;52719;52719;52719;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;07/10/2014;21:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52720;52720;52720;52720;52720;INCIDENTE;;;SÃO PAULO;SP;BRASIL;****;08/10/2014;16:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52721;52721;52721;52721;52721;INCIDENTE;;;CRUZEIRO DO SUL;AC;BRASIL;SBCZ;09/10/2014;14:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52722;52722;52722;52722;52722;INCIDENTE;;;SANTARÉM;PA;BRASIL;SBSN;09/10/2014;14:38:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52723;52723;52723;52723;52723;INCIDENTE;***;***;SÃO PAULO;SP;BRASIL;****;10/10/2014;10:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52724;52724;52724;52724;52724;INCIDENTE;;;CAMPINAS;SP;BRASIL;****;14/10/2014;14:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52725;52725;52725;52725;52725;INCIDENTE;;;CARAUARI;AM;BRASIL;SWCA;14/10/2014;19:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52726;52726;52726;52726;52726;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBRJ;16/10/2014;22:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52727;52727;52727;52727;52727;INCIDENTE;;;SANTARÉM;PA;BRASIL;SBSN;17/10/2014;10:27:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52728;52728;52728;52728;52728;INCIDENTE;;;SÃO LUÍS;MA;BRASIL;SBSL;20/10/2014;20:33:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52729;52729;52729;52729;52729;INCIDENTE;;;MARABÁ;PA;BRASIL;SBMA;24/10/2014;12:13:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52730;52730;52730;52730;52730;INCIDENTE;;;FLORIANÓPOLIS;SC;BRASIL;SBFL;27/10/2014;12:47:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52731;52731;52731;52731;52731;INCIDENTE;;;CUIABÁ;MT;BRASIL;****;31/10/2014;23:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52751;52751;52751;52751;52751;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;01/11/2014;22:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52752;52752;52752;52752;52752;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;02/11/2014;11:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52753;52753;52753;52753;52753;INCIDENTE;;;MARINGÁ;PR;BRASIL;****;02/11/2014;20:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52754;52754;52754;52754;52754;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;SBRP;04/11/2014;03:18:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52755;52755;52755;52755;52755;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;08/11/2014;15:31:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52757;52757;52757;52757;52757;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;12/11/2014;13:19:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52758;52758;52758;52758;52758;INCIDENTE;;;ARAPONGAS;PR;BRASIL;****;13/11/2014;16:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52759;52759;52759;52759;52759;INCIDENTE;;;JUAZEIRO DO NORTE;CE;BRASIL;SBJU;13/11/2014;14:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52760;52760;52760;52760;52760;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;18/11/2014;22:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52761;52761;52761;52761;52761;INCIDENTE;;;CONFINS;MG;BRASIL;SBCF;19/11/2014;20:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52762;52762;52762;52762;52762;INCIDENTE;;;BELÉM;PA;BRASIL;SBBE;19/11/2014;20:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52763;52763;52763;52763;52763;INCIDENTE;;;JUNDIAÍ;SP;BRASIL;SBJD;20/11/2014;12:46:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52764;52764;52764;52764;52764;INCIDENTE;;;TERESINA;PI;BRASIL;SBTE;03/12/2014;10:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52779;52779;52779;52779;52779;INCIDENTE GRAVE;-23.5069444444;-46.6341666667;SÃO PAULO;SP;BRASIL;SBMT;30/11/2014;16:40:00;NULL;ATIVA;IG-190/CENIPA/2014;NÃO;NULL;0;1;SIM
52793;52793;52793;52793;52793;ACIDENTE;***;***;BELO HORIZONTE;MG;BRASIL;SBPR;29/11/2014;13:06:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52811;52811;52811;52811;52811;ACIDENTE;-23.4;-46.8641666667;CAJAMAR;SP;BRASIL;****;27/08/2014;15:10:00;NULL;ATIVA;A-147/CENIPA/2014;NÃO;NULL;0;1;NÃO
52812;52812;52812;52812;52812;ACIDENTE;***;***;SÃO MATEUS;ES;BRASIL;SNMX;30/11/2014;19:18:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52813;52813;52813;52813;52813;ACIDENTE;***;***;ATIBAIA;SP;BRASIL;SDTB;20/12/2014;21:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52814;52814;52814;52814;52814;ACIDENTE;-9.0594444444;-44.3691666667;BOM JESUS;PI;BRASIL;SNGG;07/01/2014;11:45:00;NULL;FINALIZADA;A-005/CENIPA/2014;SIM;2017-08-01;1;1;NÃO
52815;52815;52815;52815;52815;ACIDENTE;-15.789167;-44.562500;MACARANI;BA;BRASIL;****;10/11/2014;16:23:00;SIM;FINALIZADA;A-515/CENIPA/2016;SIM;2017-02-08;0;1;NÃO
52816;52816;52816;52816;52816;INCIDENTE GRAVE;-21.3952777778;-49.8169444444;LINS;SP;BRASIL;****;02/12/2014;15:40:00;SIM;FINALIZADA;A-191/CENIPA/2014;SIM;2017-09-30;1;1;NÃO
52817;52817;52817;52817;52817;ACIDENTE;-19.7672222222;-48.3691666667;VERÍSSIMO;MG;BRASIL;****;03/12/2014;12:53:00;SIM;FINALIZADA;A-192/CENIPA/2014;SIM;2015-05-22;0;1;NÃO
52818;52818;52818;52818;52818;ACIDENTE;-8.6033333333;-38.5447222222;FLORESTA;PE;BRASIL;****;05/12/2014;14:30:00;SIM;FINALIZADA;A-193/CENIPA/2014;SIM;2015-05-22;0;1;NÃO
52819;52819;52819;52819;52819;ACIDENTE;-20.3633333333;-54.4905555556;CAMPO GRANDE;MS;BRASIL;****;06/12/2014;10:21:00;SIM;FINALIZADA;A-194/CENIPA/2014;SIM;2019-01-29;1;1;NÃO
52831;52831;52831;52831;52831;ACIDENTE;-23.7719444444;-52.4491666667;TERRA BOA;PR;BRASIL;****;07/12/2014;16:00:00;SIM;FINALIZADA;A-196/CENIPA/2014;SIM;2015-10-19;0;1;NÃO
52832;52832;52832;52832;52832;ACIDENTE;-21.0919444444;-50.2280555556;BURITAMA;SP;BRASIL;****;14/12/2014;23:40:00;SIM;FINALIZADA;A-199/CENIPA/2014;SIM;2015-10-19;0;1;NÃO
52833;52833;52833;52833;52833;ACIDENTE;-23.1333333333;-46.575;ATIBAIA;SP;BRASIL;SDTB;16/12/2014;17:30:00;NULL;ATIVA;A-200/CENIPA/2014;NÃO;NULL;0;1;SIM
52834;52834;52834;52834;52834;ACIDENTE;-22.4427777778;-40.0722222222;MACAÉ;RJ;BRASIL;****;17/12/2014;18:45:00;NULL;ATIVA;A-202/CENIPA/2014;NÃO;NULL;0;1;NÃO
52835;52835;52835;52835;52835;ACIDENTE;-16.5194444444;-49.8394444444;NAZÁRIO;GO;BRASIL;****;17/12/2014;12:10:00;SIM;FINALIZADA;A-201/CENIPA/2014;SIM;2017-08-01;0;1;NÃO
52836;52836;52836;52836;52836;ACIDENTE;-29.4397222222;-56.0408333333;ALEGRETE;RS;BRASIL;****;18/12/2014;19:00:00;SIM;FINALIZADA;A-203/CENIPA/2014;SIM;2015-11-16;0;1;NÃO
52837;52837;52837;52837;52837;ACIDENTE;-28.8747222222;-56.0647222222;SÃO BORJA;RS;BRASIL;****;18/12/2014;21:30:00;SIM;FINALIZADA;A-204/CENIPA/2014;SIM;2015-11-16;1;1;NÃO
52838;52838;52838;52838;52838;ACIDENTE;-14.0922222222;-52.6763888889;ÁGUA BOA;MT;BRASIL;****;19/12/2014;16:16:00;SIM;ATIVA;A-205/CENIPA/2014;SIM;2017-08-01;1;1;NÃO
52839;52839;52839;52839;52839;ACIDENTE;-29.8016666667;-55.2202777778;ALEGRETE;RS;BRASIL;****;23/12/2014;20:00:00;SIM;FINALIZADA;A-207/CENIPA/2014;SIM;2015-10-19;0;1;NÃO
52840;52840;52840;52840;52840;INCIDENTE GRAVE;-23.5088888889;-46.6341666667;SÃO PAULO;SP;BRASIL;SBMT;07/12/2014;14:54:00;NULL;ATIVA;IG-195/CENIPA/2014;NÃO;NULL;0;1;SIM
52841;52841;52841;52841;52841;INCIDENTE;***;***;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;08/12/2014;18:08:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52843;52843;52843;52843;52843;INCIDENTE GRAVE;-12.593611;-55.696944;SORRISO;MT;BRASIL;SSAC;11/12/2014;14:00:00;SIM;ATIVA;IG-198/CENIPA/2014;SIM;2018-05-17;0;1;NÃO
52844;52844;52844;52844;52844;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;11/12/2014;23:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52845;52845;52845;52845;52845;INCIDENTE;***;***;BARCARENA;PA;BRASIL;****;15/12/2014;16:15:00;***;ATIVA;A DEFINIR;NÃO;NULL;0;1;NÃO
52846;52846;52846;52846;52846;INCIDENTE;***;***;MACAÉ;RJ;BRASIL;SBME;27/11/2014;11:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52847;52847;52847;52847;52847;INCIDENTE;;;MANAUS;AM;BRASIL;****;24/11/2014;11:05:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52848;52848;52848;52848;52848;INCIDENTE;;;SALVADOR;BA;BRASIL;****;25/11/2014;20:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52849;52849;52849;52849;52849;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;****;27/11/2014;03:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52850;52850;52850;52850;52850;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;****;27/11/2014;04:43:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52851;52851;52851;52851;52851;INCIDENTE;;;ARACAJU;SE;BRASIL;SBAR;01/12/2014;20:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52852;52852;52852;52852;52852;INCIDENTE;;;CAMPINAS;SP;BRASIL;SDAM;02/12/2014;16:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52853;52853;52853;52853;52853;INCIDENTE;***;***;MACAÉ;RJ;BRASIL;SBME;03/12/2014;12:55:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52854;52854;52854;52854;52854;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;08/12/2014;17:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52855;52855;52855;52855;52855;INCIDENTE;;;SÃO GABRIEL DA CACHOEIRA;AM;BRASIL;SBUA;15/12/2014;14:16:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52856;52856;52856;52856;52856;INCIDENTE;;;MANAUS;AM;BRASIL;SBEG;20/12/2014;18:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52857;52857;52857;52857;52857;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBSP;16/12/2014;16:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52858;52858;52858;52858;52858;INCIDENTE;;;BRASÍLIA;DF;BRASIL;****;26/12/2014;18:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52871;52871;52871;52871;52871;INCIDENTE;;;REDENÇÃO;PA;BRASIL;SNDC;26/12/2014;11:23:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52872;52872;52872;52872;52872;ACIDENTE;-19.3058333333;-48.1955555556;UBERABA;MG;BRASIL;SNHE;23/12/2014;17:00:00;SIM;FINALIZADA;A-206/CENIPA/2014;SIM;2015-05-22;0;1;SIM
52873;52873;52873;52873;52873;ACIDENTE;-23.8658333333;-46.1613888889;BERTIOGA;SP;BRASIL;****;27/12/2014;13:15:00;SIM;ATIVA;A-209/CENIPA/2014;SIM;2018-09-04;0;1;NÃO
52874;52874;52874;52874;52874;ACIDENTE;-15.1036111111;-54.125;PRIMAVERA DO LESTE;MT;BRASIL;****;29/12/2014;10:00:00;***;ATIVA;A-211/CENIPA/2014;SIM;2017-08-01;1;1;NÃO
52875;52875;52875;52875;52875;INCIDENTE;***;***;PONTA GROSSA;PR;BRASIL;****;23/12/2014;12:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52876;52876;52876;52876;52876;ACIDENTE;***;***;RONDONÓPOLIS;MT;BRASIL;****;19/02/2014;11:00:00;NULL;ATIVA;A-530/CENIPA/2017;SIM;2018-03-09;0;1;NÃO
52933;52933;52933;52933;52933;INCIDENTE;;;MARINGÁ;PR;BRASIL;****;03/11/2014;17:28:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52934;52934;52934;52934;52934;ACIDENTE;-18.7691666667;-46.2961111111;LAGOA FORMOSA;MG;BRASIL;****;03/01/2014;21:00:00;NULL;ATIVA;A-001/CENIPA/2014;SIM;2019-05-16;0;1;NÃO
52935;52935;52935;52935;52935;ACIDENTE;-28.2822222222;-54.1688888889;SANTO ÂNGELO;RS;BRASIL;SBNM;09/01/2014;18:45:00;NULL;FINALIZADA;A-010/CENIPA/2014;SIM;2014-08-22;1;1;NÃO
52936;52936;52936;52936;52936;ACIDENTE;-10.8883333333;-52.3241666667;SÃO JOSÉ DO XINGU;MT;BRASIL;****;04/01/2014;17:35:00;NULL;ATIVA;A-003/CENIPA/2014;SIM;2017-08-01;0;1;NÃO
52937;52937;52937;52937;52937;ACIDENTE;-15.5513888889;-54.3319444444;PRIMAVERA DO LESTE;MT;BRASIL;****;07/01/2014;20:59:00;NULL;FINALIZADA;A-006/CENIPA/2014;SIM;2015-04-30;0;1;NÃO
52938;52938;52938;52938;52938;ACIDENTE;;;LONDRINA;PR;BRASIL;SBLO;08/01/2014;19:48:00;NULL;FINALIZADA;A-008/CENIPA/2014;SIM;2015-03-05;0;1;SIM
52939;52939;52939;52939;52939;ACIDENTE;-29.1152777778;-56.5138888889;ITAQUI;RS;BRASIL;SSIQ;06/01/2014;20:00:00;NULL;FINALIZADA;A-004/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
52940;52940;52940;52940;52940;ACIDENTE;-24.2877777778;-53.0463888889;QUARTO CENTENÁRIO;PR;BRASIL;****;11/01/2014;10:40:00;NULL;FINALIZADA;A-011/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
52941;52941;52941;52941;52941;ACIDENTE;-7.3933333333;56.5230555556;ITAITUBA;PA;BRASIL;SNXR;12/01/2014;20:30:00;NULL;ATIVA;A-012/CENIPA/2014;SIM;2017-08-01;0;1;SIM
52942;52942;52942;52942;52942;ACIDENTE;-3.0727777778;-60.0211111111;MANAUS;AM;BRASIL;SWFN;18/01/2014;19:50:00;NULL;FINALIZADA;A-015/CENIPA/2014;SIM;2014-08-22;0;1;NÃO
52944;52944;52944;52944;52944;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;02/01/2014;19:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52945;52945;52945;52945;52945;ACIDENTE;-20.143611;-55.193889;AQUIDAUANA;MS;BRASIL;****;30/12/2014;20:00:00;SIM;FINALIZADA;A-214/CENIPA/2014;SIM;2016-06-23;0;1;NÃO
52946;52946;52946;52946;52946;ACIDENTE;-31.9622222222;-52.6388888889;ARROIO GRANDE;RS;BRASIL;****;30/12/2014;08:50:00;SIM;FINALIZADA;A-212/CENIPA/2014;SIM;2017-05-26;4;1;NÃO
52947;52947;52947;52947;52947;ACIDENTE;-19.9122222222;-43.9936111111;BELO HORIZONTE;MG;BRASIL;****;30/12/2014;17:40:00;SIM;FINALIZADA;A-213/CENIPA/2014;SIM;2016-03-18;0;1;NÃO
52948;52948;52948;52948;52948;INCIDENTE GRAVE;***;***;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;26/12/2014;13:50:00;NULL;ATIVA;IG-208/CENIPA/2014;NÃO;NULL;0;1;NÃO
52950;52950;52950;52950;52950;INCIDENTE;;;CORNÉLIO PROCÓPIO;PR;BRASIL;SSCP;14/11/2014;11:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52951;52951;52951;52951;52951;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;23/12/2014;18:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52952;52952;52952;52952;52952;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;20/12/2014;11:27:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52953;52953;52953;52953;52953;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;23/12/2014;17:47:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52954;52954;52954;52954;52954;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;****;29/12/2014;14:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52955;52955;52955;52955;52955;INCIDENTE;;;LONDRINA;PR;BRASIL;****;30/12/2014;19:54:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52956;52956;52956;52956;52956;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;11/11/2014;15:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52958;52958;52958;52958;52958;ACIDENTE;***;***;PAULÍNIA;SP;BRASIL;****;13/07/2013;17:36:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52959;52959;52959;52959;52959;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;30/12/2014;12:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52967;52967;52967;52967;52967;ACIDENTE;-11.885;-55.5861111111;SINOP;MT;BRASIL;SWSI;09/04/2013;11:50:00;NULL;FINALIZADA;A-065/CENIPA/2013;SIM;2013-07-16;0;1;SIM
52968;52968;52968;52968;52968;INCIDENTE;;;SANTARÉM;PA;BRASIL;SBSN;12/11/2014;16:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52970;52970;52970;52970;52970;ACIDENTE;***;***;TIRADENTES;MG;BRASIL;****;19/01/2015;18:08:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52971;52971;52971;52971;52971;ACIDENTE;***;***;JABOTICABAL;SP;BRASIL;SDJC;24/01/2015;20:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52972;52972;52972;52972;52972;ACIDENTE;***;***;TAPES;RS;BRASIL;SSAU;07/02/2015;11:00:00;SIM;FINALIZADA;A-021/CENIPA/2015;SIM;2019-01-29;0;1;NÃO
52973;52973;52973;52973;52973;ACIDENTE;-7.6311111111;-46.7716666667;BALSAS;MA;BRASIL;****;07/02/2015;11:30:00;SIM;FINALIZADA;A-020/CENIPA/2015;SIM;2015-04-15;0;1;NÃO
52974;52974;52974;52974;52974;ACIDENTE;;;PRESIDENTE OLEGÁRIO;MG;BRASIL;****;02/02/2015;19:50:00;NULL;ATIVA;A-016/CENIPA/2015;NÃO;NULL;0;1;NÃO
52975;52975;52975;52975;52975;ACIDENTE;***;***;BRASNORTE;MT;BRASIL;****;08/01/2015;20:30:00;NULL;ATIVA;A-004/CENIPA/2015;SIM;2017-10-27;0;1;NÃO
52976;52976;52976;52976;52976;ACIDENTE;-24.7533333333;-53.635;TOLEDO;PR;BRASIL;SBTD;04/01/2015;22:04:00;SIM;FINALIZADA;A-003/CENIPA/2015;SIM;2016-06-16;6;1;NÃO
52977;52977;52977;52977;52977;ACIDENTE;-28.7236111111;-55.6958333333;SÃO BORJA;RS;BRASIL;****;19/01/2015;12:15:00;NULL;FINALIZADA;A-008/CENIPA/2015;SIM;2015-10-12;0;1;NÃO
52978;52978;52978;52978;52978;ACIDENTE;-8.1986111111;-45.2316666667;BAIXA GRANDE DO RIBEIRO;PI;BRASIL;****;14/01/2015;10:50:00;NULL;FINALIZADA;A-007/CENIPA/2015;SIM;2015-01-14;1;1;NÃO
52979;52979;52979;52979;52979;ACIDENTE;-22.3855555556;-53.8763888889;IVINHEMA;MS;BRASIL;****;02/01/2015;14:50:00;NULL;ATIVA;A-002/CENIPA/2015;SIM;2018-06-25;0;1;NÃO
52980;52980;52980;52980;52980;ACIDENTE;-23.1719444444;-53.0961111111;SANTA MÔNICA;PR;BRASIL;****;10/01/2015;22:00:00;NULL;FINALIZADA;A-006/CENIPA/2015;SIM;2017-08-01;2;1;NÃO
52981;52981;52981;52981;52981;ACIDENTE;-16.2552777778;-47.9577777778;LUZIÂNIA;GO;BRASIL;****;10/01/2015;21:04:00;NULL;ATIVA;A-005/CENIPA/2015;SIM;2018-04-05;0;1;NÃO
52982;52982;52982;52982;52982;ACIDENTE;-2.9377777778;-60.7191666667;BOA VISTA;RR;BRASIL;****;29/01/2015;20:30:00;NULL;FINALIZADA;A-014/CENIPA/2015;SIM;2015-05-22;0;1;NÃO
52983;52983;52983;52983;52983;ACIDENTE;-30.9911111111;-50.91;MOSTARDAS;RS;BRASIL;****;28/01/2015;10:30:00;NULL;FINALIZADA;A-013/CENIPA/2015;SIM;2015-10-13;0;1;NÃO
52984;52984;52984;52984;52984;ACIDENTE;-20.0486111111;-43.9605555556;NOVA LIMA;MG;BRASIL;SJLY;01/02/2015;15:10:00;NULL;FINALIZADA;A-015/CENIPA/2015;SIM;2016-04-22;0;1;NÃO
52987;52987;52987;52987;52987;ACIDENTE;***;***;ITU;SP;BRASIL;****;24/01/2015;14:00:00;SIM;ATIVA;A-011/CENIPA/2015;NÃO;NULL;0;1;NÃO
52988;52988;52988;52988;52988;ACIDENTE;-26.2261111111;-48.795;JOINVILLE;SC;BRASIL;SBJV;03/02/2015;17:45:00;NULL;FINALIZADA;A-017/CENIPA/2015;SIM;2015-10-13;1;1;NÃO
52989;52989;52989;52989;52989;INCIDENTE GRAVE;***;***;CONCEIÇÃO DA FEIRA;BA;BRASIL;****;26/01/2015;18:15:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52990;52990;52990;52990;52990;INCIDENTE GRAVE;***;***;FLORIANÓPOLIS;SC;BRASIL;SBFL;23/01/2015;16:28:00;NULL;FINALIZADA;IG-010/CENIPA/2015;SIM;2015-10-13;0;1;NÃO
52991;52991;52991;52991;52991;INCIDENTE GRAVE;-28.2452777778;-52.3286111111;PASSO FUNDO;RS;BRASIL;SBPF;21/01/2015;12:00:00;NULL;FINALIZADA;IG-009/CENIPA/2015;SIM;2015-11-16;0;1;NÃO
52992;52992;52992;52992;52992;INCIDENTE GRAVE;***;***;SALVADOR;BA;BRASIL;SBSV;01/01/2015;11:40:00;NULL;ATIVA;IG-001/CENIPA/2015;SIM;2018-11-07;3;2;NÃO
